comments,Label,,,,,,,,,,,,,,,,,,
b'\xd8\xa8\xd8\xaa\xd8\xad\xd8\xa8\xd9\x8a \xd8\xaa\xd9\x86\xd8\xaa\xd8\xa7\xd9\x83\xd9\x8a \xd9\x88 \xd8\xaa\xd8\xaa\xd8\xaf\xd9\x84\xd8\xb9\xd9\x8a \xd8\xa7\xd9\x88 \xd8\xaa\xd8\xac\xd8\xb1\xd8\xa8\xd9\x8a \xd8\xa7\xd9\x84\xd8\xb9\xd9\x86\xd9\x81 \xd8\xa7\xd8\xa8\xd8\xb9\xd8\xaa\xd9\x8a \xd8\xa7\xd8\xaf\xd8\xaf \xd9\x88 \xd8\xaa\xd8\xb9\xd9\x8a \xd8\xae\xd8\xa7\xd8\xb5',0,,,,,,,,,,,,,,,,,,
b'I want to join',0,,,,,,,,,,,,,,,,,,
b'who do dis',0,,,,,,,,,,,,,,,,,,
b'SEXJINGO',1,,,,,,,,,,,,,,,,,,
b'Im free',0,,,,,,,,,,,,,,,,,,
b'http://link.tl/1fpMd',0,,,,,,,,,,,,,,,,,,
b'\xd9\x81\xd8\xaf\xd9\x8a\xd9\x88',0,,,,,,,,,,,,,,,,,,
b'http://trlink.in/Wzfl',0,,,,,,,,,,,,,,,,,,
b'Eyot',0,,,,,,,,,,,,,,,,,,
b'KAJIL',0,,,,,,,,,,,,,,,,,,
b'\xd9\x81\xd8\xaf\xd9\x8a\xd9\x88',0,,,,,,,,,,,,,,,,,,
b'y',0,,,,,,,,,,,,,,,,,,
b'Liked by faisal salim of class 5J',0,,,,,,,,,,,,,,,,,,
"b""eww thats ahell lot to new yer:'(""",0,,,,,,,,,,,,,,,,,,
"b""eww thats ahell lot to new yer:'(""",0,,,,,,,,,,,,,,,,,,
b'Xo',0,,,,,,,,,,,,,,,,,,
b'I THINK IS INTERESTING',0,,,,,,,,,,,,,,,,,,
b'SEX',1,,,,,,,,,,,,,,,,,,
b'very hot sexy show',1,,,,,,,,,,,,,,,,,,
b'Kiyo Nahee Chalraha',0,,,,,,,,,,,,,,,,,,
b'Show More',0,,,,,,,,,,,,,,,,,,
b'xxx vied',1,,,,,,,,,,,,,,,,,,
b'wild sex',1,,,,,,,,,,,,,,,,,,
b'\xe1\x80\x92\xe1\x80\xad\xe1\x80\xaf\xe1\x80\x84\xe1\x80\xb9',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd9\x84\xd8\xb5\xd9\x88\xd8\xb1\xd8\xa9',0,,,,,,,,,,,,,,,,,,
b'Interesting \xf0\x9f\x98\x8d',0,,,,,,,,,,,,,,,,,,
b'Good',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd9\x84\xd9\x87\xd8\xa7\xd9\x8a\xd8\xac\xd9\x87 \xd8\xaa\xd9\x8a\xd8\xac\xd9\x8a \xd8\xae\xd8\xa7\xd8\xb5',0,,,,,,,,,,,,,,,,,,
b'Claudia Westenend hahahahah u remember? \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Sloane Abraham Kane Abraham Casey Abraham Lauren Bielby we could have been more annoying singing this \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'\xe1\x80\x98\xe1\x80\xb6\xe1\x80\xaf',0,,,,,,,,,,,,,,,,,,
b'\xe1\x80\x98\xe1\x80\xb6\xe1\x80\xaf',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x83\xd8\xb3',0,,,,,,,,,,,,,,,,,,
b'Hi',0,,,,,,,,,,,,,,,,,,
b'P',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Looks like i and my di.......',1,,,,,,,,,,,,,,,,,,
"b'Tenzin Norzin, Yes or No?'",0,,,,,,,,,,,,,,,,,,
b'Geni Fitchew  Rebecca Muller  Leah Harvey Peter Meyer Craig Taylor to all my fave rangas xx',0,,,,,,,,,,,,,,,,,,
b'Andrew Stormy Thurlow. Andrew Burt. Ted Silvey have laugh on me guys MERRY CHRISTMAS!!!!',0,,,,,,,,,,,,,,,,,,
b'Bah ahaha you can sing this next Christmas Peter Mitchell Adam Tangas Austin Ted Sanders Esther Sanders',0,,,,,,,,,,,,,,,,,,
b'\xd9\x83\xd9\x84\xd9\x87 \xd8\xaa\xd8\xb9\xd8\xa8\xd8\xa7\xd9\x86 \xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'Raghul Stark abishtoo tingzzz',0,,,,,,,,,,,,,,,,,,
b'Christine Awing John Mitchel Hipolito Duroja HAHAHAHA',0,,,,,,,,,,,,,,,,,,
b'Josh Bisset Jon Cude',0,,,,,,,,,,,,,,,,,,
b'\xe0\xb9\x84\xe0\xb8\xa3\xe0\xb8\xad\xe0\xb8\xb1\xe0\xb8\x99 \xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\xab\xe0\xb8\x99 hahahahaha',0,,,,,,,,,,,,,,,,,,
b'Lol Jos\xc3\xa9 Luis Aguilar \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Katie MurDoch hahahahaha',0,,,,,,,,,,,,,,,,,,
b'Sam Bond.. lol',0,,,,,,,,,,,,,,,,,,
b'Amy Lor \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Doron Bereza \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Diego\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Amanda Chen Emmanuel Fazio',0,,,,,,,,,,,,,,,,,,
b'Hisham Freha',0,,,,,,,,,,,,,,,,,,
b'Suchithra Priya!',0,,,,,,,,,,,,,,,,,,
b'Luci Erb Yoho',0,,,,,,,,,,,,,,,,,,
b'Meli Mantis',0,,,,,,,,,,,,,,,,,,
b'Carlo Mendoza',0,,,,,,,,,,,,,,,,,,
b'Juju Jutapat',0,,,,,,,,,,,,,,,,,,
b'vid\xc3\xa9o sexy hausa',0,,,,,,,,,,,,,,,,,,
b'Vanessa Marx',0,,,,,,,,,,,,,,,,,,
b'Daniel Ortiz',0,,,,,,,,,,,,,,,,,,
b'Kyrie Boudreau',0,,,,,,,,,,,,,,,,,,
b'Angie Howe \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Roxanne Armfield...',0,,,,,,,,,,,,,,,,,,
b'Danielle Cronin \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Jach Wyer Hermosilla Kynt Rodriguez Junerichard Chagas Ethan Sabuero',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb9\xd9\x85\xd8\xa7\xd8\xb1 \xd8\xa7\xd9\x84\xd8\xac\xd9\x85\xd9\x84 \xd8\xa7\xd8\xa8\xd9\x88 \xd9\x81\xd8\xa7\xd9\x8a\xd8\xb2',0,,,,,,,,,,,,,,,,,,
b'Rasheed Abu Hamdieh',0,,,,,,,,,,,,,,,,,,
b'Florida Celona Elijah White',0,,,,,,,,,,,,,,,,,,
b'Mathew Aprile',0,,,,,,,,,,,,,,,,,,
b'Maddy Head',0,,,,,,,,,,,,,,,,,,
b'Brad Butvila',0,,,,,,,,,,,,,,,,,,
b'Shanan Brady',0,,,,,,,,,,,,,,,,,,
b'Vikky Rudkin',0,,,,,,,,,,,,,,,,,,
b'Shoshan Geller',0,,,,,,,,,,,,,,,,,,
b'Vaibhav Gupta',0,,,,,,,,,,,,,,,,,,
b'https://m.facebook.com/story.php?story_fbid=2119270231639189&id=1863855603847321',0,,,,,,,,,,,,,,,,,,
b'Margaret Kent',0,,,,,,,,,,,,,,,,,,
b'Cheryl Cardilini',0,,,,,,,,,,,,,,,,,,
b'Matt Oaten',0,,,,,,,,,,,,,,,,,,
b'Jenny van Dolderen',0,,,,,,,,,,,,,,,,,,
b'Sohel MahMud',0,,,,,,,,,,,,,,,,,,
b'Bethannie Child',0,,,,,,,,,,,,,,,,,,
b'Lisa Zack',0,,,,,,,,,,,,,,,,,,
b'Hoang Anh Tran',0,,,,,,,,,,,,,,,,,,
b'@ [Latestmoviesz Jumanji Watchfree',0,,,,,,,,,,,,,,,,,,
b'https://www.youtube.com/watch?v=_zugJB3PtgA',0,,,,,,,,,,,,,,,,,,
b'https://www.facebook.com/T%C3%ABR%C3%A2-m%C3%ABR%C3%A2-R%C3%B4m%C3%A2%C3%91%C3%A7%C3%AB-Soniyeeee-107718163332747/',0,,,,,,,,,,,,,,,,,,
b'Carli Newton',0,,,,,,,,,,,,,,,,,,
b'https://youtu.be/ENbbgXQP7AY',0,,,,,,,,,,,,,,,,,,
b'Maribel  Pecore Nasunggan LaLibirtad Nigors Orintal',0,,,,,,,,,,,,,,,,,,
b'Natafuta Mpenz Wa Kumuoa Mdogo Wangu',0,,,,,,,,,,,,,,,,,,
b'https://youtu.be/F2KORvQku1g',0,,,,,,,,,,,,,,,,,,
b'https://www.youtube.com/channel/UCo7DGJQqUTRsHhsrmvyFdXQ',0,,,,,,,,,,,,,,,,,,
b'https://www.youtube.com/watch?time_continue=1&v=VL0LRwf2lZI',0,,,,,,,,,,,,,,,,,,
b'https://www.youtube.com/upload',0,,,,,,,,,,,,,,,,,,
b'https://youtu.be/quYFH5fmfrs',0,,,,,,,,,,,,,,,,,,
b'https://www.facebook.com/%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA-Videos-539995229691699/',0,,,,,,,,,,,,,,,,,,
b'Katherine Guanlao',0,,,,,,,,,,,,,,,,,,
b'girls women add me for hot chat plz',1,,,,,,,,,,,,,,,,,,
b'I love making friends add me up',1,,,,,,,,,,,,,,,,,,
b'bengali Girl women Add me for pleasure',1,,,,,,,,,,,,,,,,,,
b'OMG fucking hilarious',1,,,,,,,,,,,,,,,,,,
b'Stupid',1,,,,,,,,,,,,,,,,,,
b'fuck yu fuck yu fucking yu',1,,,,,,,,,,,,,,,,,,
b'FUCK YOU',1,,,,,,,,,,,,,,,,,,
b'Wow sex',1,,,,,,,,,,,,,,,,,,
b'Sex',1,,,,,,,,,,,,,,,,,,
b'Sex chat? Add me',1,,,,,,,,,,,,,,,,,,
"b""my husband of 9 years left me just because i could not give him A child, i did all i could to make sure i give him a child, i even went to an extent of forcing him to have sex with me every night but could not work. not until one evening when i was browsing through the internet, i saw a comment on how a woman in same problem like mine was  made home by A man called lord amadi . i read about him and decided to contact him for help, i did as he ask me to do but i was still wondering how can someone just bring back my love he don't even know but i keep doing as he ask me to do. i was very surprise one morning my husband came and started begging me to come back to his life. at first i pretend to be angry then i accepted him back. lord amadi also cast a spell for me to make me have children and as i speak right now i am a mother with 3kids. if there is any one out there who needs his help you can contact him through his personal EMAIL: lordamadi@outlook.com.  phone: +2349066148726. i wish you good luck""",1,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xdb\x81\xd9\xb0\xdb\x81\xd9\xb0\xdb\x81\xd9\xb0\xdb\x86\xda\x89\xdb\x8e\xdb\x81\xd9\xb0\xdb\x92\xd9\xb0 \xd9\xb2\xd9\xb1\xd9\x84\xdb\x81\xd9\xb0\xdb\xab\xdb\x81\xdb\xa8\xd8\xb9\xdb\x81\xd9\xb0\xdb\x81\xdb\xa8\xd8\xa7\xd9\x84\xdb\x81\xd9\xb0\xdb\x81\xdb\xa8\xd9\x85\xdb\x8e\xdb\x81\xd9\xb0\xdb\x92\xd9\xb0 \xef\xae\xa7\xdb\xa6\xdb\xa6\xef\xae\xa9 \xdb\xa6\xdb\xa6\xd9\xb0\xd9\xb0\xdb\xa6\xd9\xb0\xd9\xb0 \xd9\x83\xd9\x85\xd8\xb4\xd8\xaa \xd8\xa7\xd8\xae\xd8\xaa\xd9\x83 \xd8\xb9\xd9\x85 \xd8\xaa\xd9\x86\xd8\xaa\xd8\xa7\xd9\x83\xf0\x9f\xa4\xa0\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
"b'These videos are brilliant, thank you :-)'",0,,,,,,,,,,,,,,,,,,
b'Oh',0,,,,,,,,,,,,,,,,,,
b'0770 248 1775\n\n\xe2\x80\xad0781 894 0727\xe2\x80\xac \xd9\x85\xd8\xb7\xd9\x84\xd9\x82\xd9\x87  \xd8\xb9\xd9\x85\xd8\xb1\xd9\x8a 20  \xd8\xb3\xd9\x86\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'How do lions have sex',1,,,,,,,,,,,,,,,,,,
b'\xd9\x81\xd9\x8a\xd8\xaf\xd9\x8a\xd9\x88 \xd9\x85\xd8\xa8\xd8\xa7\xd8\xb4\xd8\xb1',0,,,,,,,,,,,,,,,,,,
b'hm',0,,,,,,,,,,,,,,,,,,
b'hmmm',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
"b'Shatu call girl very hot, +8801682139315, +8801819042004'",1,,,,,,,,,,,,,,,,,,
"b'what is wild sex for human , please'",1,,,,,,,,,,,,,,,,,,
b'\xc3\xad \xc2\xbd\xc3\xad\xc2\xb8\xef\xbf\xbd',0,,,,,,,,,,,,,,,,,,
b'0798707032',0,,,,,,,,,,,,,,,,,,
b'Oh',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x83\xd8\xb3',0,,,,,,,,,,,,,,,,,,
b'https://chat.whatsapp.com/31ihzQQLSjJ1tigXSkOuQh',0,,,,,,,,,,,,,,,,,,
b'Clica no link abaixo e depois coloca um gosto por favor \xf0\x9f\x91\x8f\xf0\x9f\x99\x86   https://free.facebook.com/KargaMusic4Life/?ref=dbl',0,,,,,,,,,,,,,,,,,,
b'https://youtu.be/9Mzzh_KXPqw',0,,,,,,,,,,,,,,,,,,
b'https://youtu.be/quYFH5fmfrs',0,,,,,,,,,,,,,,,,,,
b'Fuck me',1,,,,,,,,,,,,,,,,,,
"b""my husband of 9 years left me just because i could not give him A child, i did all i could to make sure i give him a child, i even went to an extent of forcing him to have sex with me every night but could not work. not until one evening when i was browsing through the internet, i saw a comment on how a woman in same problem like mine was  made home by A man called lord amadi . i read about him and decided to contact him for help, i did as he ask me to do but i was still wondering how can someone just bring back my love he don't even know but i keep doing as he ask me to do. i was very surprise one morning my husband came and started begging me to come back to his life. at first i pretend to be angry then i accepted him back. lord amadi also cast a spell for me to make me have children and as i speak right now i am a mother with 3kids. if there is any one out there who needs his help you can contact him through his personal EMAIL: lordamadi@outlook.com.  phone: +2349066148726. i wish you good luck""",1,,,,,,,,,,,,,,,,,,
b'Dear im engi contractor \nfriends female laifepartner love sex lang l \nsms inbux call 03009255324 Karachi Pakistan',1,,,,,,,,,,,,,,,,,,
b'call me indian girls for wild s......x+917047924268 m online 24\xc3\x977',1,,,,,,,,,,,,,,,,,,
b'me am searching 4r sugarmamy in this site ar they here?',0,,,,,,,,,,,,,,,,,,
b'Old Man & Young Girl Wild Sex',1,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x92\xa6\xf0\x9f\x92\xa6\xf0\x9f\x8d\x86\xf0\x9f\x8d\x86\xf0\x9f\x8d\x86',0,,,,,,,,,,,,,,,,,,
b'Hala!\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Bfoa l Mailyn Cansiang',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa9\xd8\xa8\xd8\xb8',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb2\xd9\x88\xd9\x83\xd8\xa7\xd8\xa8',0,,,,,,,,,,,,,,,,,,
b'O rata dilo TSA gobora',0,,,,,,,,,,,,,,,,,,
b'05442814526',0,,,,,,,,,,,,,,,,,,
b'212627323030',0,,,,,,,,,,,,,,,,,,
b'/G\\',0,,,,,,,,,,,,,,,,,,
b'0627323030',0,,,,,,,,,,,,,,,,,,
b'xxx',1,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd9\x85\xd8\xb7\xd9\x84\xd9\x82\xd9\x87 \xd8\xa7\xd9\x88 \xd8\xa7\xd8\xb1\xd9\x85\xd9\x84\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'wild.sex',1,,,,,,,,,,,,,,,,,,
b'0246006554',0,,,,,,,,,,,,,,,,,,
b'The #Hell',0,,,,,,,,,,,,,,,,,,
b'Pm n guls',0,,,,,,,,,,,,,,,,,,
b'Sex',1,,,,,,,,,,,,,,,,,,
b'Pm me i need girl soc',1,,,,,,,,,,,,,,,,,,
b'I MISS MI PEN IS',1,,,,,,,,,,,,,,,,,,
b'girls who wants sex? pm me',1,,,,,,,,,,,,,,,,,,
b'Wildsex',1,,,,,,,,,,,,,,,,,,
b'#xnxx',1,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd8\xad\xd9\x8a\xd9\x8a\xd9\x8a\xd9\x8a\xd9\x8a\xd9\x87 \xd8\xaa\xd8\xb9\xd8\xa7\xd9\x84\xd9\x8a \xd9\x87\xd9\x86\xd8\xa7 01032890903',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'really will try',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb5\xd9\x88\xd8\xb1 \xd8\xb3\xd9\x83\xd8\xb3\xd9\x8a \xd8\xb3\xd8\xa7\xd8\xae\xd9\x86',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\x82 Joi Mae Clores Hanna Mae Manandig',0,,,,,,,,,,,,,,,,,,
b'SEX',1,,,,,,,,,,,,,,,,,,
b'Sex',1,,,,,,,,,,,,,,,,,,
b'Learn more about octopus sex in this Wild Sex episode: https://www.facebook.com/WildSex/videos/159758061245542/',1,,,,,,,,,,,,,,,,,,
b'Charlie Brown look at these nubbins!',0,,,,,,,,,,,,,,,,,,
b'Odd that such an intelligent and complex animal has such a short life span.',0,,,,,,,,,,,,,,,,,,
b'Emman Valino look at them eggs bruh. \xf0\x9f\x98\x94 so creepy.',0,,,,,,,,,,,,,,,,,,
b'Leticia thought this was bittersweet. But look! Baby octopi!',0,,,,,,,,,,,,,,,,,,
b'wanna know why only a few survive? coz japan makes them takoyaki',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd8\xb3\xd9\x85\xd9\x8a \xd9\x86\xd9\x87\xd8\xa6  \xd9\x88\xd8\xb9\xd9\x85\xd8\xb1\xd9\x8a 18 \xd8\xb3\xd9\x86\xd9\x87 \xd9\x88\xd8\xa7\xd8\xad\xd8\xa8 \xd8\xa7\xd9\x84\xd8\xac\xd8\xb3 \xd9\x88\xd8\xa7\xd9\x84\xd8\xb9\xd9\x86\xd9\x8a\xd9\x81 \xd8\xa8\xd8\xb4\xd8\xaf\xd9\x87 \xd9\x88\xd8\xa7\xd8\xad\xd8\xa8 \xd8\xb3\xd8\xad\xd8\xa7\xd9\x81 \xd9\x88\xd8\xa7\xd9\x84\xd9\x8a\xd9\x88\xd9\x85 \xd8\xad\xd8\xa7\xd9\x84\xd8\xaa\xd9\x8a \xd8\xb4\xd9\x87\xd9\x88\xd8\xa7\xd9\x86\xd9\x8a\xd8\xa9  \xd9\x88\xd8\xa7\xd9\x86\xd8\xa7 \xd9\x85\xd9\x88\xd9\x84\xd8\xb9\xd9\x87 \xd9\x86\xd8\xa7\xd8\xb1 \xf0\x9f\x94\xa5 \xd9\x88\xd9\x85\xd9\x86\xd8\xaa\xd8\xb6\xd8\xb1\xd8\xaa\xd9\x83\xd9\x85 \xd8\xaa\xd8\xaa\xd9\x88\xd8\xa7\xd8\xb5\xd9\x84\xd9\x88 \xd9\x85\xd8\xb9\xd9\x8a \xd9\x84\xd9\x84\xd9\x8a \xd9\x87\xd9\x88 \xd9\x81\xd8\xad\xd9\x84 \xd8\xa8\xd8\xb3 \xd8\xb1\xd9\x82\xd9\x85\xd9\x8a \xd9\x88\xd8\xaa\xd8\xb3 \xd8\xa7\xd8\xa8 \xd8\xa7\xd9\x88 \xd8\xa7\xd8\xaa\xd8\xb5\xd8\xa7\xd9\x84 00967701041974\n\xd9\x85\xd9\x86\xd8\xaa\xd8\xb8\xd8\xb1\xd9\x87 \xd8\xa7\xd9\x84\xd8\xa7\xd9\x86 \xd8\xb9\xd9\x84\xd9\x89 \xd9\x86\xd8\xa7\xd8\xb1 \xf0\x9f\x94\xa5',0,,,,,,,,,,,,,,,,,,
b'look at them eggs  \xf0\x9f\x98\xb1 so creepy.',0,,,,,,,,,,,,,,,,,,
"b'Why are there so many creepy people on this post?  This Is NATURE!  Go to tinder for dates, Ffs'",0,,,,,,,,,,,,,,,,,,
"b'Kate Brown it me, emerging fresh and slimy into the world of productive & worthwhile humanoids'",0,,,,,,,,,,,,,,,,,,
b'\xd9\x84\xd9\x83\xd9\x84 \xd8\xb4\xd8\xa7\xd8\xa8 \xd8\xad\xd9\x8a\xd8\xad\xd8\xa7\xd9\x86 \xd8\xa7\xd8\xba\xd8\xaa\xd9\x86\xd9\x85 \xd8\xa7\xd9\x84\xd9\x81\xd8\xb1\xd8\xb5\xd9\x87 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\xd8\xb1\xd9\x87 \xd8\xb1\xd9\x82\xd9\x85 \xd9\x88\xd8\xa7\xd8\xad\xd8\xaf\xd9\x87 \xd8\xa8\xd8\xaa\xd8\xaa\xd8\xb1\xd9\x82\xd8\xb9 \xd8\xa7\xd8\xb3\xd9\x85\xd9\x87\xd8\xa7 \xd8\xb4\xd9\x85\xd8\xb3 \xd9\x85\xd9\x86 \xd8\xa7\xd9\x84\xd9\x87\xd8\xb1\xd9\x85 \xd8\xac\xd8\xb3\xd9\x85\xd9\x87\xd8\xa7 \xd9\x85\xd9\x88\xd8\xb2 \xd9\x8a\xd8\xa7 \xd8\xb4\xd8\xa8\xd8\xa7\xd8\xa8 01102130811\n01157024491\n\xd8\xb9\xd9\x8a\xd8\xb4\xd9\x88',0,,,,,,,,,,,,,,,,,,
"b'Life has been filled with challenges ever since my husband left me and move on with another woman. Most times i had thought of ending it all. Things became worst when I lost my home, family and all to Hurricane Matthew and I became a refugee in my own country, Haiti. The only property I had left was an Internet-enabled phone in my pocket. One faithful day, i found one Doctor Samura on the Internet, on Face-book. Someone from the US had testified of many great things that Doctor Samura had done for her and her family. I contacted him and the rest they say is history.Today i am happily married to a soldier I met in camp, and i am getting my happiness back again. I cannot keep this happiness to myself because i am not selfish. You too can contact Doctor Samura on E-mail: SAMURATELLERSPELL@GMAIL.COM or call him on phone +2348103508204 whatsapp.'",0,,,,,,,,,,,,,,,,,,
b'wow',0,,,,,,,,,,,,,,,,,,
b'Cute overload',0,,,,,,,,,,,,,,,,,,
b'+90 (543) 930 49 16',0,,,,,,,,,,,,,,,,,,
b'Are you boy or family',0,,,,,,,,,,,,,,,,,,
b'Wow\xf0\x9f\x98\x8d',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd8\xa8\xd8\xad\xd8\xa7\xd9\x86 \xd8\xa7\xd9\x84\xd9\x84\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'.',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Una cosa bellissima la nascita',0,,,,,,,,,,,,,,,,,,
"b'How many of the 100,000 babies survive?'",0,,,,,,,,,,,,,,,,,,
"b'Good ,,,nasal  barhy gi'",0,,,,,,,,,,,,,,,,,,
b'Gavin thomas',0,,,,,,,,,,,,,,,,,,
"b""that's it amazing ...""",0,,,,,,,,,,,,,,,,,,
"b'Entre m\xc3\xa1s les conozco, m\xc3\xa1s les amo!'",0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd8\xa8\xd8\xad\xd8\xa7\xd9\x86 \xd8\xa7\xd9\x84\xd9\x84\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd8\xa8\xd8\xad\xd8\xa7\xd9\x86 \xd8\xa7\xd9\x84\xd9\x84\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'Marleen Miku',0,,,,,,,,,,,,,,,,,,
b'05442814526',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd8\xa8\xd8\xad\xd8\xa7\xd9\x86 \xd8\xa7\xd9\x84\xd9\x84\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd9\x85\xd8\xb7\xd9\x84\xd9\x82\xd9\x87 \xd9\x81\xd9\x8a \xd9\x83\xd9\x86\xd8\xaf\xd8\xa7 \xd9\x84\xd8\xb9\xd9\x84\xd8\xa7\xd9\x82\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd9\x85\xd8\xb7\xd9\x84\xd9\x82\xd9\x87.',0,,,,,,,,,,,,,,,,,,
b'Hi',0,,,,,,,,,,,,,,,,,,
b'oao',0,,,,,,,,,,,,,,,,,,
b'Sexi',1,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'how many of them survived?',0,,,,,,,,,,,,,,,,,,
b'Nature of this life',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd9\x86\xd8\xa7 \xd8\xa8\xd8\xad\xd8\xa8 \xd8\xa7\xd9\x84\xd8\xac\xd9\x86\xd8\xb3 \xd8\xa7\xd9\x8a \xd8\xa8\xd9\x86\xd8\xaa \xd8\xaa\xd8\xad\xd8\xa8 \xd8\xa7\xd9\x84\xd8\xac\xd9\x86\xd8\xb3 \xd8\xaa\xd9\x8a\xd8\xac\xd9\x8a \xd8\xae\xd8\xa7\xd8\xb5 \xd9\x88\xd8\xa7\xd8\xaf\xd9\x84\xd8\xb9\xd9\x87 \xd9\x81\xd9\x8a \xd8\xb3\xd8\xb1\xd9\x8a\xd9\x87 \xd8\xaa\xd8\xa7\xd9\x85\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'O541 858 6498',0,,,,,,,,,,,,,,,,,,
b'Sex yapmak isteyen bayanlar ekleyin',1,,,,,,,,,,,,,,,,,,
b'(918) 851-4418 call me',0,,,,,,,,,,,,,,,,,,
b'8676823034',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Ah',0,,,,,,,,,,,,,,,,,,
